
Параметры:	Период: 01.04.2016 - 27.08.2017
Отбор:	Направление В списке "Автосервис; АТП; Дуговая сварка.; ЗЧ и РМ; Компрессорное; Металлообработка; Насосное; Подготовка поверхности; Сварочное; Строительное;..."
	
Направление	Документ оплаты.Дата.Конец дня	Канал сбыта	Сумма Руб.	Сумма оплаты Руб.	Количество заказов
ЗЧ и РМ	22.08.2016 23:59:59	Дилер	71 170,78	89 135,35	10
ЗЧ и РМ	22.08.2016 23:59:59	КПК	1 763 544,52	1 811 456,62	20
ЗЧ и РМ	22.08.2016 23:59:59	Розница	182 854,84	182 854,82	13
Компрессорное	22.08.2016 23:59:59	Дилер	511 942,17	518 269,52	9
Компрессорное	22.08.2016 23:59:59	Розница	130 634,81	130 634,81	3
Насосное	22.08.2016 23:59:59	Дилер	650 516,99	674 678,78	13
Насосное	22.08.2016 23:59:59	Розница	888 124,06	904 966,15	5
Подготовка поверхности	22.08.2016 23:59:59	Дилер	55 810,70	55 810,70	2
Подготовка поверхности	22.08.2016 23:59:59	Розница	187 364,16	187 364,16	3
Сварочное	22.08.2016 23:59:59	КПК	177 490,96	177 490,96	1
Сварочное	22.08.2016 23:59:59	Розница	1 338 092,40	1 358 863,78	5
Химическое	22.08.2016 23:59:59	Дилер	736 676,63	737 312,77	2
Химическое	22.08.2016 23:59:59	Розница	349 756,16	347 026,25	2
Автосервис	23.08.2016 23:59:59	Розница	6 586,00	6 586,00	1
Дуговая сварка.	23.08.2016 23:59:59	Розница	47 999,86	48 000,00	1
ЗЧ и РМ	23.08.2016 23:59:59	Дилер	138 252,50	188 874,77	11
ЗЧ и РМ	23.08.2016 23:59:59	Розница	335 357,94	343 118,01	14
Компрессорное	23.08.2016 23:59:59	Дилер	114 984,44	116 417,45	4
Компрессорное	23.08.2016 23:59:59	Розница	550 288,71	550 288,71	6
Насосное	23.08.2016 23:59:59	Дилер	1 437 828,51	1 490 730,55	28
Насосное	23.08.2016 23:59:59	Розница	436 318,30	451 342,03	7
Сварочное	23.08.2016 23:59:59	Дилер	106 098,18	111 088,01	4
Сварочное	23.08.2016 23:59:59	Розница	248 857,97	257 652,87	2
Строительное	23.08.2016 23:59:59	Розница	12 400,00	12 400,00	1
Химическое	23.08.2016 23:59:59	Дилер	33 408,75	35 404,94	1
Химическое	23.08.2016 23:59:59	Розница	403 364,48	415 934,74	6
ЗЧ и РМ	24.08.2016 23:59:59	Дилер	30 958,91	31 352,14	6
ЗЧ и РМ	24.08.2016 23:59:59	Розница	155 371,72	155 589,35	15
Компрессорное	24.08.2016 23:59:59	Дилер	803 227,98	804 466,83	9
Компрессорное	24.08.2016 23:59:59	Розница	175 425,28	175 425,28	4
Насосное	24.08.2016 23:59:59	Дилер	780 231,23	800 166,41	10
Насосное	24.08.2016 23:59:59	Розница	325 864,83	325 864,79	3
НГО	24.08.2016 23:59:59	КПК	4 639 218,35	5 080 083,55	1
Подготовка поверхности	24.08.2016 23:59:59	Дилер	103 545,00	103 545,00	2
Подготовка поверхности	24.08.2016 23:59:59	Розница	254 661,97	254 661,97	3
Сварочное	24.08.2016 23:59:59	Дилер	11 841,95	12 483,11	1
Сварочное	24.08.2016 23:59:59	Розница	344 642,50	344 642,50	2
Строительное	24.08.2016 23:59:59	Розница	28 810,00	28 810,00	1
Химическое	24.08.2016 23:59:59	Розница	592 696,50	600 819,68	3
Автосервис	25.08.2016 23:59:59	Розница	11 800,00	11 800,00	1
Дуговая сварка.	25.08.2016 23:59:59	Розница	2 549,26	2 793,48	1
ЗЧ и РМ	25.08.2016 23:59:59	Дилер	78 437,85	82 325,70	3
ЗЧ и РМ	25.08.2016 23:59:59	КПК	552 261,98	629 600,36	3
ЗЧ и РМ	25.08.2016 23:59:59	Розница	427 932,47	427 932,46	11
Компрессорное	25.08.2016 23:59:59	Дилер	104 916,65	109 933,45	3
Компрессорное	25.08.2016 23:59:59	Розница	557 759,61	583 675,97	4
Насосное	25.08.2016 23:59:59	Дилер	193 271,79	200 371,77	5
Насосное	25.08.2016 23:59:59	Розница	488 615,94	491 466,47	8
Подготовка поверхности	25.08.2016 23:59:59	Дилер	106 608,40	106 608,40	5
Подготовка поверхности	25.08.2016 23:59:59	Розница	118 052,65	118 052,65	1
Сварочное	25.08.2016 23:59:59	Дилер	7 666,95	8 052,81	1
Сварочное	25.08.2016 23:59:59	Розница	860 053,89	860 053,89	5
Строительное	25.08.2016 23:59:59	Дилер	11 900,00	11 900,00	1
Строительное	25.08.2016 23:59:59	Розница	146 686,24	146 686,19	3
Химическое	25.08.2016 23:59:59	Розница	108 847,80	108 847,80	2
Дуговая сварка.	26.08.2016 23:59:59	Розница	224 375,24	246 370,97	2
ЗЧ и РМ	26.08.2016 23:59:59	Дилер	30 082,11	31 452,57	4
ЗЧ и РМ	26.08.2016 23:59:59	Розница	151 160,42	151 160,42	10
Компрессорное	26.08.2016 23:59:59	Дилер	150 056,68	153 018,87	5
Компрессорное	26.08.2016 23:59:59	Розница	539 520,62	539 520,42	4
Насосное	26.08.2016 23:59:59	Дилер	471 630,22	485 893,83	7
Насосное	26.08.2016 23:59:59	Розница	149 043,34	149 043,34	3
Подготовка поверхности	26.08.2016 23:59:59	Дилер	112 200,00	112 200,00	1
Подготовка поверхности	26.08.2016 23:59:59	Розница	232 265,78	232 265,66	2
Сварочное	26.08.2016 23:59:59	Розница	9 990,80	9 990,80	1
Строительное	26.08.2016 23:59:59	КПК	1 809 000,00	1 809 000,00	1
Строительное	26.08.2016 23:59:59	Розница	21 600,17	21 600,17	1
Химическое	26.08.2016 23:59:59	Дилер	145 042,64	152 650,15	1
АТП	29.08.2016 23:59:59	Розница	138 843,87	150 000,00	1
Дуговая сварка.	29.08.2016 23:59:59	Дилер	9 454,35	9 800,10	2
ЗЧ и РМ	29.08.2016 23:59:59	Дилер	275 997,57	288 191,01	15
ЗЧ и РМ	29.08.2016 23:59:59	Розница	217 514,75	211 466,07	12
Компрессорное	29.08.2016 23:59:59	Дилер	51 040,95	52 316,16	3
Компрессорное	29.08.2016 23:59:59	Розница	412 007,26	368 385,19	4
Металлообработка	29.08.2016 23:59:59	Розница	10 565,16	10 963,38	1
Насосное	29.08.2016 23:59:59	Дилер	1 773 208,43	1 717 769,86	18
Насосное	29.08.2016 23:59:59	Розница	204 158,11	206 645,61	6
Подготовка поверхности	29.08.2016 23:59:59	Дилер	1 168,77	1 168,77	1
Подготовка поверхности	29.08.2016 23:59:59	Розница	194 938,36	204 244,77	2
Сварочное	29.08.2016 23:59:59	Дилер	4 983,51	5 225,88	2
Сварочное	29.08.2016 23:59:59	Розница	432 844,22	422 870,86	4
Химическое	29.08.2016 23:59:59	Дилер	114 746,29	120 326,75	2
Химическое	29.08.2016 23:59:59	Розница	55 638,33	57 167,45	1
Автосервис	30.08.2016 23:59:59	Розница	12 100,00	12 100,00	1
ЗЧ и РМ	30.08.2016 23:59:59	Дилер	144 106,82	150 433,54	7
ЗЧ и РМ	30.08.2016 23:59:59	КПК	35 276,27	35 276,23	1
ЗЧ и РМ	30.08.2016 23:59:59	Розница	202 738,83	202 738,62	14
Компрессорное	30.08.2016 23:59:59	Дилер	235 410,00	235 410,00	4
Компрессорное	30.08.2016 23:59:59	Розница	163 259,65	167 966,83	3
Металлообработка	30.08.2016 23:59:59	Розница	938 660,36	958 770,19	1
Насосное	30.08.2016 23:59:59	Дилер	664 712,13	690 779,43	14
Насосное	30.08.2016 23:59:59	Розница	1 116 356,30	1 128 951,17	8
НГО	30.08.2016 23:59:59	КПК	889 239,04	958 172,59	1
Подготовка поверхности	30.08.2016 23:59:59	КПК	51 585,93	51 585,90	2
Подготовка поверхности	30.08.2016 23:59:59	Розница	147 599,80	147 599,80	1
Сварочное	30.08.2016 23:59:59	Дилер	66 388,77	69 341,62	1
Сварочное	30.08.2016 23:59:59	Розница	736 553,51	736 553,51	1
Строительное	30.08.2016 23:59:59	Розница	346 216,48	359 709,74	2
Химическое	30.08.2016 23:59:59	Дилер	35 895,24	37 491,79	1
Химическое	30.08.2016 23:59:59	Розница	1 350,00	1 350,00	1
Автосервис	31.08.2016 23:59:59	Дилер	5 145,84	5 677,05	1
Дуговая сварка.	31.08.2016 23:59:59	КПК		23 659,00	1
ЗЧ и РМ	31.08.2016 23:59:59	Дилер	193 553,78	199 088,39	14
ЗЧ и РМ	31.08.2016 23:59:59	КПК	98 630,65	98 630,65	1
ЗЧ и РМ	31.08.2016 23:59:59	Розница	177 854,34	165 475,08	14
Компрессорное	31.08.2016 23:59:59	Дилер	407 624,44	410 018,12	6
Компрессорное	31.08.2016 23:59:59	Розница	624 990,41	624 990,41	8
Насосное	31.08.2016 23:59:59	Дилер	1 578 352,64	1 635 124,19	37
Насосное	31.08.2016 23:59:59	Розница	718 829,17	720 951,90	9
Подготовка поверхности	31.08.2016 23:59:59	Дилер	171 949,76	174 612,59	4
Подготовка поверхности	31.08.2016 23:59:59	Розница	1 457 239,51	1 462 134,43	5
Сварочное	31.08.2016 23:59:59	Дилер	911 783,80	948 434,31	8
Сварочное	31.08.2016 23:59:59	Розница	666 517,81	666 517,81	3
Строительное	31.08.2016 23:59:59	Дилер	2 380,00	2 380,00	1
Строительное	31.08.2016 23:59:59	КПК	1 809 000,00	1 809 000,00	1
Химическое	31.08.2016 23:59:59	Дилер	47 012,31	48 927,71	2
Химическое	31.08.2016 23:59:59	Розница	149 909,18	154 538,90	3
Дуговая сварка.	01.09.2016 23:59:59	Розница	49 044,75	51 146,16	1
ЗЧ и РМ	01.09.2016 23:59:59	Дилер	37 894,54	39 065,72	6
ЗЧ и РМ	01.09.2016 23:59:59	Розница	244 605,71	250 677,88	8
Компрессорное	01.09.2016 23:59:59	Дилер	567 150,99	567 667,76	7
Компрессорное	01.09.2016 23:59:59	Розница	186 053,79	186 053,79	2
Насосное	01.09.2016 23:59:59	Дилер	291 273,20	302 786,93	13
Насосное	01.09.2016 23:59:59	КПК	885 608,00	885 608,00	2
Насосное	01.09.2016 23:59:59	Розница	359 178,24	359 679,95	6
Сварочное	01.09.2016 23:59:59	Дилер	50 323,04	52 479,22	1
Сварочное	01.09.2016 23:59:59	Розница	164 348,00	164 348,00	3
Строительное	01.09.2016 23:59:59	Розница	5 960,00	5 960,00	1
Химическое	01.09.2016 23:59:59	Дилер	114 795,08	119 713,68	1
Автосервис	02.09.2016 23:59:59	Розница	82 000,00	82 000,00	1
ЗЧ и РМ	02.09.2016 23:59:59	Дилер	154 773,73	155 462,50	9
ЗЧ и РМ	02.09.2016 23:59:59	Розница	105 400,73	106 191,25	7
Компрессорное	02.09.2016 23:59:59	Дилер	158 169,54	158 521,57	5
Компрессорное	02.09.2016 23:59:59	Розница	55 849,42	55 849,42	3
Насосное	02.09.2016 23:59:59	Дилер	1 998 183,60	2 083 709,91	18
Насосное	02.09.2016 23:59:59	Розница	421 545,00	421 545,00	3
Подготовка поверхности	02.09.2016 23:59:59	Розница	35 000,00	35 000,00	1
Сварочное	02.09.2016 23:59:59	Дилер	906 765,17	960 938,98	4
Сварочное	02.09.2016 23:59:59	Розница	51 053,94	51 053,92	2
Строительное	02.09.2016 23:59:59	Розница	25 760,00	25 760,00	1
Химическое	02.09.2016 23:59:59	Дилер	44 468,28	46 371,64	1
Автосервис	05.09.2016 23:59:59	Розница	105 600,00	105 599,43	1
Дуговая сварка.	05.09.2016 23:59:59	Дилер	2 410,84	2 547,42	1
Дуговая сварка.	05.09.2016 23:59:59	Розница	783 515,18	783 514,21	1
ЗЧ и РМ	05.09.2016 23:59:59	Дилер	51 252,08	51 828,20	5
ЗЧ и РМ	05.09.2016 23:59:59	Розница	92 542,56	93 869,29	6
Компрессорное	05.09.2016 23:59:59	Дилер	52 100,00	52 100,00	1
Компрессорное	05.09.2016 23:59:59	КПК	90 000,00	90 000,00	1
Компрессорное	05.09.2016 23:59:59	Розница	661 116,53	666 916,40	5
Насосное	05.09.2016 23:59:59	Дилер	762 401,63	795 204,77	8
Насосное	05.09.2016 23:59:59	Розница	257 220,02	264 321,55	4
Подготовка поверхности	05.09.2016 23:59:59	Розница	385 452,80	385 452,80	1
Сварочное	05.09.2016 23:59:59	Дилер	163 480,18	172 910,02	3
Сварочное	05.09.2016 23:59:59	Розница	236 588,50	249 315,07	3
Строительное	05.09.2016 23:59:59	КПК	505 000,00	505 000,00	1
Строительное	05.09.2016 23:59:59	Розница	281 660,00	281 659,27	2
Химическое	05.09.2016 23:59:59	Дилер	59 049,42	62 455,50	1
Автосервис	06.09.2016 23:59:59	Розница	42 000,00	42 000,00	1
АТП	06.09.2016 23:59:59	Розница	904 670,93	926 136,45	1
ЗЧ и РМ	06.09.2016 23:59:59	Дилер	17 932,44	17 974,43	3
ЗЧ и РМ	06.09.2016 23:59:59	Розница	1 731 724,89	1 736 106,05	15
Компрессорное	06.09.2016 23:59:59	Дилер	34 225,94	35 539,38	2
Компрессорное	06.09.2016 23:59:59	Розница	575 447,89	585 134,69	8
Металлообработка	06.09.2016 23:59:59	Розница	1 234 093,03	3 598 807,10	2
Насосное	06.09.2016 23:59:59	Дилер	1 358 980,46	1 395 802,97	13
Насосное	06.09.2016 23:59:59	КПК	1 083 951,83	1 083 951,83	3
Насосное	06.09.2016 23:59:59	Розница	1 344 735,25	1 382 850,21	4
Подготовка поверхности	06.09.2016 23:59:59	Дилер	8 655,98	8 988,35	1
Подготовка поверхности	06.09.2016 23:59:59	Розница	441 795,33	441 795,33	2
Сварочное	06.09.2016 23:59:59	Дилер	7 806,34	8 105,91	1
Сварочное	06.09.2016 23:59:59	Розница	116 456,94	116 761,75	7
Строительное	06.09.2016 23:59:59	КПК	1 500 000,00	1 500 000,00	1
Химическое	06.09.2016 23:59:59	Дилер	28 980,00	28 980,00	1
Химическое	06.09.2016 23:59:59	Розница	277 175,40	287 811,93	2
ЗЧ и РМ	07.09.2016 23:59:59	Дилер	155 095,69	160 206,30	10
ЗЧ и РМ	07.09.2016 23:59:59	КПК	2 509,18	2 605,10	1
ЗЧ и РМ	07.09.2016 23:59:59	Розница	185 493,54	185 987,63	14
Компрессорное	07.09.2016 23:59:59	Дилер	194 641,74	197 108,97	4
Компрессорное	07.09.2016 23:59:59	Розница	139 100,00	139 100,00	3
Металлообработка	07.09.2016 23:59:59	Розница	108 000,00	108 000,00	1
Насосное	07.09.2016 23:59:59	Дилер	699 975,15	725 831,62	9
Насосное	07.09.2016 23:59:59	Розница	548 658,12	563 722,48	5
Подготовка поверхности	07.09.2016 23:59:59	Дилер	11 840,00	11 840,00	1
Подготовка поверхности	07.09.2016 23:59:59	Розница	66 950,95	66 950,95	2
Сварочное	07.09.2016 23:59:59	Дилер	1 824,52	4 671,08	1
Сварочное	07.09.2016 23:59:59	Розница	95 483,72	95 483,71	3
Строительное	07.09.2016 23:59:59	Розница	508 171,35	536 532,06	5
Химическое	07.09.2016 23:59:59	Дилер	63 628,67	66 061,00	1
Химическое	07.09.2016 23:59:59	Розница	257 878,39	267 736,30	3
Автосервис	08.09.2016 23:59:59	Розница	30 500,00	30 500,00	1
АТП	08.09.2016 23:59:59	Розница	47 654,94	49 502,83	2
Дуговая сварка.	08.09.2016 23:59:59	Розница	62 266,00	62 266,00	1
ЗЧ и РМ	08.09.2016 23:59:59	Дилер	80 306,99	81 598,88	5
ЗЧ и РМ	08.09.2016 23:59:59	КПК	525 092,72	545 038,53	5
